ID,Severity,Start_Time,City,County,State,Start_Lat,Start_Lng,Weather_Condition,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Crossing,Junction,Station,Stop,Traffic_Signal,Sunrise_Sunset
A-973,2,2022-10-26 17:23:06,Orlando,Orange,FL,28.568861670915265,-81.40330062993154,Clear,69.0,58.6,8.9,5.9,False,False,False,False,False,Day
A-974,2,2022-01-12 17:26:47,Miami,Miami-Dade,FL,25.86164313966755,-80.21977817330348,Clear,55.8,44.5,10.0,4.1,False,True,False,False,False,Day
A-975,2,2022-08-15 08:35:25,Los Angeles,Los Angeles,CA,34.00394134475976,-118.12637753215677,Overcast,62.7,25.0,7.4,3.7,False,False,False,False,False,Day
A-976,3,2022-08-04 19:44:30,Miami,Miami-Dade,FL,25.71481756288336,-80.25352920596816,Fair,67.4,57.3,8.9,7.2,False,False,False,False,True,Night
A-977,2,2022-06-11 04:21:11,Dallas,Dallas,TX,32.71690653126885,-96.75791409806912,Clear,39.5,84.3,8.0,6.9,False,False,False,False,False,Night
A-978,3,2022-04-08 06:26:32,Los Angeles,Los Angeles,CA,34.058876125412766,-118.33402198351178,Overcast,47.9,64.9,8.1,4.0,False,False,False,False,True,Day
A-979,2,2022-01-21 13:51:19,Charlotte,Mecklenburg,NC,35.213571028552025,-80.81019111507455,Fair,48.6,52.1,5.3,0.5,False,False,False,False,True,Day
A-980,4,2022-12-12 14:40:39,Dallas,Dallas,TX,32.74193507713437,-96.66241026630927,Clear,72.5,56.2,10.0,8.6,False,False,False,False,False,Day
A-981,4,2022-04-25 15:12:13,Miami,Miami-Dade,FL,25.758416353780184,-80.1389478869402,Heavy Rain,88.5,86.6,9.0,11.2,False,False,False,False,False,Day
A-982,3,2022-08-27 01:52:21,Austin,Travis,TX,30.215592895002157,-97.67619655053517,Clear,73.9,74.0,7.4,4.5,False,False,False,False,False,Night
A-983,3,2022-02-25 20:28:42,Los Angeles,Los Angeles,CA,34.12949772160365,-118.24850411932294,Light Rain,66.8,59.2,10.0,5.5,False,True,False,False,True,Night
A-984,2,2022-06-06 04:52:33,Los Angeles,Los Angeles,CA,34.01723840121311,-118.19658657806627,Overcast,49.6,78.7,10.0,10.3,False,False,False,False,True,Night
A-985,3,2022-04-17 06:03:53,Orlando,Orange,FL,28.509742766314627,-81.36676710386189,Clear,76.1,75.9,8.9,11.2,False,False,False,False,False,Day
A-986,4,2022-04-12 01:09:51,Charlotte,Mecklenburg,NC,35.10775499793715,-80.74180181987255,Fair,59.6,42.2,10.0,5.2,False,False,False,False,False,Night
A-987,1,2022-09-04 14:01:11,Orlando,Orange,FL,28.45602429836927,-81.43453176562738,Clear,49.8,53.1,10.0,6.6,False,False,True,False,False,Day
A-988,2,2022-04-10 19:04:36,Houston,Harris,TX,29.73099793769254,-95.31042578437696,Fair,75.8,88.4,7.1,12.9,False,False,False,False,True,Night
A-989,2,2022-01-28 15:22:32,Miami,Miami-Dade,FL,25.74642523428667,-80.17041486323707,Cloudy,84.9,73.5,6.8,10.5,True,False,False,False,True,Day
A-990,2,2022-04-04 17:20:23,Austin,Travis,TX,30.30316905191865,-97.78874032356188,Clear,76.1,95.4,4.5,2.4,False,False,False,False,False,Day
A-991,2,2022-02-27 01:43:47,Austin,Travis,TX,30.192419791102964,-97.75682298701955,Clear,100.7,72.0,7.6,0.1,False,False,False,False,True,Night
A-992,2,2022-09-22 13:48:52,Orlando,Orange,FL,28.56090853736457,-81.45924752455605,Fair,53.6,45.8,8.2,5.9,False,False,False,True,True,Day
A-993,2,2022-10-07 11:48:49,Miami,Miami-Dade,FL,25.792909329290204,-80.355041574001,Fair,58.0,59.6,5.7,3.1,True,True,False,False,False,Day
A-994,4,2022-11-14 12:30:24,Dallas,Dallas,TX,32.81054730621928,-96.85697770521537,Cloudy,51.8,75.7,7.3,8.9,False,False,False,False,False,Day
A-995,2,2022-06-04 05:50:10,Houston,Harris,TX,29.812182989031335,-95.38920213089247,Overcast,51.7,59.8,10.0,9.9,False,True,False,False,True,Night
A-996,3,2022-07-27 15:01:05,Los Angeles,Los Angeles,CA,33.99410399522307,-118.23964062644173,Cloudy,86.0,61.2,9.5,8.0,False,False,False,False,True,Day
A-997,2,2022-02-10 12:04:19,Atlanta,Fulton,GA,33.776061557700544,-84.45348916328393,Light Rain,48.4,100.0,7.5,3.8,False,True,False,False,False,Day
A-998,2,2022-07-18 16:20:08,Los Angeles,Los Angeles,CA,34.14045804506197,-118.25953014941607,Clear,56.8,55.3,10.0,1.9,False,True,False,False,False,Day
A-999,2,2022-11-15 12:54:07,Chicago,Cook,IL,41.94811349077566,-87.61797935089517,Fair,83.9,66.4,6.3,9.6,False,False,False,False,False,Day
A-1000,2,2022-11-28 06:07:53,Houston,Harris,TX,29.854997785590133,-95.39862028245012,Fair,70.8,65.2,10.0,10.3,False,False,False,False,False,Day
A-1001,2,2022-02-26 15:27:22,Los Angeles,Los Angeles,CA,34.06425015821629,-118.2977428781278,Fog,49.8,78.3,8.5,11.4,False,False,False,False,True,Day
A-1002,2,2022-10-02 07:02:04,Charlotte,Mecklenburg,NC,35.19750736565509,-80.87966731116043,Fair,63.8,65.2,9.2,5.8,False,False,False,False,False,Day
A-1003,2,2022-05-04 17:14:33,Seattle,King,WA,47.47967974557024,-122.26527086811495,Heavy Rain,39.5,62.6,9.6,6.6,False,True,False,False,True,Day
A-1004,2,2022-01-27 14:47:06,Orlando,Orange,FL,28.476163105839525,-81.46553531542227,Overcast,62.0,100.0,10.0,10.2,True,False,False,False,False,Day
A-1005,2,2022-12-23 06:05:55,Austin,Travis,TX,30.240929951263112,-97.68538237395725,Cloudy,66.2,58.0,10.0,7.0,False,False,False,False,False,Day
A-1006,2,2022-02-25 20:38:49,Dallas,Dallas,TX,32.75944424295352,-96.72873236377016,Fair,67.1,74.7,10.0,4.7,False,False,False,False,False,Night
A-1007,2,2022-10-27 13:21:24,Orlando,Orange,FL,28.49871234214147,-81.39701231891918,Fair,93.2,34.3,7.0,3.6,False,False,False,False,False,Day
A-1008,2,2022-11-21 05:19:38,Seattle,King,WA,47.623178546340135,-122.30909280571166,Fair,76.1,60.0,8.4,9.9,False,False,False,False,True,Night
A-1009,2,2022-03-24 15:04:00,Miami,Miami-Dade,FL,25.771440494898883,-80.2308457573549,Clear,47.4,58.1,7.1,5.8,True,False,False,False,False,Day
A-1010,1,2022-09-30 07:25:02,Charlotte,Mecklenburg,NC,35.22914764548381,-80.82971431450862,Rain,66.6,58.6,6.4,4.8,False,True,False,False,False,Day
A-1011,2,2022-09-20 17:56:40,Miami,Miami-Dade,FL,25.800964680351754,-80.08047793313311,Overcast,64.0,25.6,10.0,8.8,False,False,False,False,False,Day
A-1012,2,2022-03-04 17:51:04,Chicago,Cook,IL,41.854618225586556,-87.56624246917566,Overcast,93.0,52.9,5.1,4.2,False,False,False,False,False,Day
A-1013,1,2022-02-12 21:12:42,Atlanta,Fulton,GA,33.80379947281227,-84.413176109365,Fair,58.4,42.6,7.8,4.7,False,False,False,False,False,Night
A-1014,2,2022-05-25 12:14:25,Los Angeles,Los Angeles,CA,33.992010733690215,-118.30966110473105,Clear,67.0,81.7,7.9,7.2,False,False,False,False,False,Day
A-1015,2,2022-06-10 11:47:08,Orlando,Orange,FL,28.52312100240318,-81.393883657136,Cloudy,69.0,42.7,8.6,5.1,False,False,False,False,True,Day
A-1016,2,2022-06-09 16:22:42,Atlanta,Fulton,GA,33.764927138183204,-84.374335290316,Fair,49.0,72.6,6.7,12.7,False,False,False,False,False,Day
A-1017,2,2022-06-27 06:57:01,Los Angeles,Los Angeles,CA,33.95626619172386,-118.2076194036891,Light Rain,42.1,73.5,7.5,9.1,False,False,False,False,False,Day
A-1018,3,2022-07-02 13:39:17,Charlotte,Mecklenburg,NC,35.20190622798985,-80.84856076924066,Overcast,61.6,48.1,10.0,7.5,False,False,False,False,False,Day
A-1019,3,2022-08-28 13:52:28,Atlanta,Fulton,GA,33.784587431998766,-84.29869818404504,Clear,75.0,43.0,8.5,12.6,False,True,False,False,False,Day
A-1020,2,2022-05-08 05:10:05,Los Angeles,Los Angeles,CA,34.03083291939081,-118.24207014766819,Cloudy,45.3,54.4,7.2,7.3,True,False,False,False,False,Night
A-1021,4,2022-04-17 10:01:31,Orlando,Orange,FL,28.44716936483822,-81.402968557554,Cloudy,63.5,52.0,9.5,11.3,False,False,False,False,True,Day
A-1022,2,2022-01-20 17:21:02,Miami,Miami-Dade,FL,25.717332874614332,-80.16557291627092,Fair,55.0,40.3,9.2,3.0,False,False,False,False,False,Day
A-1023,2,2022-07-16 17:30:32,Atlanta,Fulton,GA,33.6817440334445,-84.3529972548223,Fair,36.0,54.1,10.0,4.5,False,False,False,False,False,Day
A-1024,4,2022-03-22 06:43:14,Chicago,Cook,IL,41.90291019495154,-87.66794190325128,Clear,68.5,66.2,8.5,3.2,False,False,False,False,False,Day
A-1025,3,2022-08-25 05:26:37,Atlanta,Fulton,GA,33.75486436206176,-84.43493055387363,Clear,71.1,36.2,10.0,9.0,False,True,False,False,False,Night
A-1026,2,2022-08-03 08:43:11,Charlotte,Mecklenburg,NC,35.14902698613931,-80.92519776739775,Overcast,75.1,56.1,6.6,0.8,False,False,False,False,False,Day
A-1027,2,2022-04-18 17:31:22,Seattle,King,WA,47.52430158873334,-122.34654727508078,Clear,76.7,49.5,7.6,8.3,False,False,False,False,False,Day
A-1028,2,2022-04-04 06:06:33,Seattle,King,WA,47.56995716621531,-122.27126208808194,Overcast,63.5,61.9,7.8,5.0,False,False,False,False,False,Day
A-1029,2,2022-11-18 16:52:38,Miami,Miami-Dade,FL,25.76326457418054,-80.15849415811824,Fair,71.0,97.7,6.0,7.5,False,False,False,True,False,Day
A-1030,2,2022-02-09 06:42:13,Austin,Travis,TX,30.233606636900355,-97.6869066752154,Rain,67.8,29.7,9.1,6.9,False,False,False,False,False,Day
A-1031,2,2022-06-15 15:45:31,Los Angeles,Los Angeles,CA,34.06971132715274,-118.27641850759872,Thunderstorm,26.4,57.9,9.5,9.2,False,False,False,True,False,Day
A-1032,3,2022-07-13 09:35:16,Dallas,Dallas,TX,32.79247861994302,-96.80516925090251,Cloudy,42.5,65.6,9.3,15.9,False,False,False,False,False,Day
A-1033,1,2022-01-11 16:09:52,Miami,Miami-Dade,FL,25.78831518884192,-80.28708686028459,Fair,53.9,49.8,5.8,15.1,False,False,False,False,False,Day
A-1034,3,2022-09-05 07:46:39,Los Angeles,Los Angeles,CA,33.98153330167986,-118.19330658229043,Fair,65.8,67.4,7.1,10.3,False,False,False,False,True,Day
A-1035,2,2022-06-10 15:02:38,Los Angeles,Los Angeles,CA,34.03840900840209,-118.17656292218632,Clear,69.0,30.8,8.2,5.6,False,False,False,False,True,Day
A-1036,2,2022-10-18 07:45:10,Orlando,Orange,FL,28.592071635865118,-81.43252857778997,Clear,74.8,53.0,6.7,7.8,False,False,False,False,False,Day
A-1037,2,2022-10-02 16:32:35,Miami,Miami-Dade,FL,25.72810677461902,-80.11051252875359,Fair,75.1,10.0,4.9,5.4,False,False,False,False,False,Day
A-1038,2,2022-01-29 17:21:25,Orlando,Orange,FL,28.497622434634533,-81.39092446156016,Overcast,67.8,55.1,10.0,4.1,False,False,False,False,True,Day
A-1039,2,2022-06-18 06:04:34,Los Angeles,Los Angeles,CA,34.02778361615999,-118.29786380737946,Clear,72.4,35.4,10.0,0.0,False,False,False,False,True,Day
A-1040,2,2022-06-02 17:50:50,Miami,Miami-Dade,FL,25.736029453777178,-80.20759704254229,Fair,88.0,66.3,10.0,6.1,False,False,False,False,False,Day
A-1041,2,2022-08-17 14:17:42,Charlotte,Mecklenburg,NC,35.23317365560861,-80.81167884248781,Fair,71.2,88.3,9.6,8.1,True,False,False,False,False,Day
A-1042,2,2022-01-09 06:55:37,Austin,Travis,TX,30.238123886064063,-97.74579284205923,Rain,64.5,65.5,7.8,9.4,False,False,False,False,False,Day
A-1043,2,2022-07-26 10:44:21,Miami,Miami-Dade,FL,25.660709556241496,-80.22070178374872,Clear,71.9,58.5,10.0,7.5,False,False,False,False,False,Day
A-1044,2,2022-04-28 06:34:22,Dallas,Dallas,TX,32.83596573382994,-96.76738376358973,Clear,77.2,49.6,10.0,4.2,False,True,False,False,False,Day
A-1045,2,2022-07-01 16:51:23,Seattle,King,WA,47.631521047238905,-122.29787631454151,Rain,88.2,54.4,7.4,5.0,False,False,False,False,True,Day
A-1046,2,2022-03-19 16:49:39,Dallas,Dallas,TX,32.784154092089246,-96.80569604062993,Clear,48.6,54.7,10.0,10.7,False,False,False,True,True,Day
A-1047,2,2022-08-16 06:12:39,Miami,Miami-Dade,FL,25.756991373022228,-80.20963791195922,Cloudy,40.4,60.3,9.3,0.2,False,False,False,False,False,Day
A-1048,3,2022-01-08 12:41:16,Los Angeles,Los Angeles,CA,34.03606470500658,-118.27098075455746,Cloudy,68.1,69.5,10.0,5.0,False,False,False,False,False,Day
A-1049,1,2022-05-20 17:54:49,Seattle,King,WA,47.56620166766258,-122.30817157170868,Fair,43.3,44.6,10.0,7.1,False,False,False,False,True,Day
A-1050,2,2022-09-24 19:34:27,Los Angeles,Los Angeles,CA,33.9583208317351,-118.3239115847476,Fair,61.3,82.9,7.7,5.4,False,True,False,False,False,Night
A-1051,2,2022-09-12 12:32:20,Seattle,King,WA,47.6875719484614,-122.37023178031882,Light Rain,92.2,55.7,8.7,0.9,False,True,False,False,True,Day
A-1052,1,2022-04-01 19:09:52,Charlotte,Mecklenburg,NC,35.22814468035748,-80.85120202295312,Clear,65.1,60.3,9.5,10.7,False,False,False,False,False,Night
A-1053,2,2022-03-26 13:05:50,Atlanta,Fulton,GA,33.668444612132,-84.42741148685117,Clear,65.2,85.7,9.2,11.7,False,False,False,False,False,Day
A-1054,2,2022-09-13 10:41:54,Austin,Travis,TX,30.215892324153984,-97.73040119205719,Fair,59.0,17.4,6.9,3.1,True,False,False,False,False,Day
A-1055,3,2022-09-06 17:52:18,Chicago,Cook,IL,41.893324025451186,-87.62163129325943,Fair,87.6,10.0,9.2,0.0,False,False,False,False,False,Day
A-1056,2,2022-09-15 12:10:09,Houston,Harris,TX,29.774626583317065,-95.24576672210688,Fair,71.3,67.8,8.4,15.0,False,False,False,False,False,Day
A-1057,2,2022-10-28 12:25:30,Austin,Travis,TX,30.22982464687679,-97.78116296205663,Rain,58.0,60.2,8.4,5.3,False,False,False,False,False,Day
A-1058,2,2022-02-05 12:20:17,Houston,Harris,TX,29.706506595353186,-95.37035719638028,Rain,87.2,89.7,5.9,3.1,False,False,False,False,False,Day
A-1059,2,2022-08-10 17:17:00,Charlotte,Mecklenburg,NC,35.198488942086286,-80.89094682723486,Clear,67.8,37.5,8.5,6.6,False,True,False,False,False,Day
A-1060,2,2022-01-28 17:07:01,Dallas,Dallas,TX,32.6802291736995,-96.7000098755066,Clear,58.8,69.7,10.0,8.3,False,False,False,False,False,Day
A-1061,3,2022-10-08 10:59:33,Seattle,King,WA,47.58241699547108,-122.24703899272284,Clear,33.7,52.8,9.9,4.5,False,False,False,False,True,Day
A-1062,3,2022-11-07 08:00:50,Chicago,Cook,IL,41.85484880574487,-87.70819599072617,Rain,67.1,79.0,8.4,7.5,False,False,False,False,False,Day
A-1063,3,2022-07-04 12:41:00,Austin,Travis,TX,30.34353234823965,-97.75132355896098,Fair,58.2,16.3,10.0,6.5,True,False,False,False,False,Day
A-1064,2,2022-05-07 14:19:53,Houston,Harris,TX,29.737865752443348,-95.36799835634524,Fair,60.3,54.7,10.0,4.2,True,False,False,False,False,Day
A-1065,3,2022-12-12 07:38:29,Houston,Harris,TX,29.773042412561548,-95.38680936018629,Overcast,59.4,74.6,7.6,0.5,True,False,False,False,False,Day
A-1066,2,2022-04-25 17:44:09,Orlando,Orange,FL,28.618214378024202,-81.40339396003536,Fair,37.5,44.1,10.0,12.3,False,False,False,False,False,Day
A-1067,3,2022-08-07 12:07:26,Miami,Miami-Dade,FL,25.708335579329866,-80.15325488055187,Clear,103.5,58.9,6.9,9.3,False,False,False,False,False,Day
A-1068,4,2022-05-04 08:13:45,Los Angeles,Los Angeles,CA,34.02096546838946,-118.15430650477244,Fair,54.6,61.0,8.2,3.9,False,False,False,False,False,Day
A-1069,1,2022-07-15 06:05:20,Houston,Harris,TX,29.73342979427805,-95.32944724326005,Cloudy,75.0,66.7,8.0,8.6,False,False,False,False,True,Day
A-1070,2,2022-09-21 07:32:18,Miami,Miami-Dade,FL,25.67797099840848,-80.14859256670519,Cloudy,61.7,38.2,10.0,3.5,False,False,False,False,False,Day
A-1071,2,2022-10-03 19:34:51,Miami,Miami-Dade,FL,25.748625048918132,-80.20954165741777,Cloudy,23.9,50.3,6.8,6.8,False,False,False,False,True,Night
A-1072,3,2022-07-25 08:42:36,Miami,Miami-Dade,FL,25.819869578136245,-80.14093307290143,Clear,62.8,69.9,10.0,9.4,False,False,False,False,True,Day
A-1073,2,2022-10-30 07:52:23,Los Angeles,Los Angeles,CA,34.09447771807281,-118.19299761045275,Clear,66.8,74.9,8.6,8.9,True,True,False,False,False,Day
A-1074,4,2022-10-08 11:56:09,Los Angeles,Los Angeles,CA,34.111313622532975,-118.26743192346717,Cloudy,56.8,63.4,9.3,5.4,False,True,False,False,False,Day
A-1075,2,2022-02-22 08:58:37,Chicago,Cook,IL,41.8464099301927,-87.64145444210091,Light Rain,86.8,53.1,10.0,10.3,False,False,False,False,True,Day
A-1076,2,2022-02-11 03:58:27,Houston,Harris,TX,29.70394090320597,-95.44856113016033,Clear,91.9,61.9,10.0,7.0,False,False,False,False,True,Night
A-1077,1,2022-09-26 08:00:33,Houston,Harris,TX,29.87320254353385,-95.43742905977714,Clear,69.3,76.9,10.0,4.9,False,False,False,False,False,Day
A-1078,3,2022-10-20 13:09:11,Orlando,Orange,FL,28.549038635924592,-81.40088664836557,Cloudy,71.3,64.0,10.0,13.7,False,False,False,False,False,Day
A-1079,2,2022-03-09 13:57:20,Miami,Miami-Dade,FL,25.681081264798454,-80.24528871984354,Fair,47.7,36.4,10.0,2.5,False,False,False,False,False,Day
A-1080,2,2022-08-19 09:00:02,Atlanta,Fulton,GA,33.87701977423498,-84.34777937572488,Clear,47.7,37.5,10.0,8.6,False,False,False,False,True,Day
A-1081,2,2022-11-10 11:57:48,Austin,Travis,TX,30.262701001933067,-97.75104851880621,Fair,55.2,60.7,9.2,12.7,False,False,False,False,False,Day
A-1082,2,2022-05-31 20:08:31,Los Angeles,Los Angeles,CA,33.904831686577985,-118.21707122497014,Fog,95.0,26.8,9.1,0.2,False,False,False,False,True,Night
A-1083,2,2022-03-15 09:20:06,Houston,Harris,TX,29.83312644344887,-95.43083899660878,Cloudy,56.8,75.8,10.0,13.5,True,False,False,False,True,Day
A-1084,2,2022-03-16 08:46:38,Seattle,King,WA,47.49068169558489,-122.26716187588677,Fair,84.8,41.4,9.6,13.8,True,False,False,False,False,Day
A-1085,3,2022-01-12 07:07:08,Atlanta,Fulton,GA,33.76342082356894,-84.3635216315726,Overcast,54.2,36.9,10.0,5.1,False,False,False,False,False,Day
A-1086,4,2022-09-22 11:06:46,Houston,Harris,TX,29.802522235041554,-95.34957678185579,Clear,50.6,93.8,10.0,8.2,False,False,False,False,False,Day
A-1087,2,2022-10-24 16:21:49,Dallas,Dallas,TX,32.810769689005504,-96.7496569613493,Fair,57.5,49.8,8.4,4.1,False,False,False,False,False,Day
A-1088,3,2022-08-17 07:32:06,Los Angeles,Los Angeles,CA,34.13000447434055,-118.2277614984426,Fair,57.1,65.7,7.3,3.7,False,True,False,False,False,Day
A-1089,4,2022-01-06 16:13:43,Chicago,Cook,IL,41.92895633960526,-87.68047036296369,Fair,54.1,72.0,10.0,2.5,False,False,False,False,False,Day
A-1090,2,2022-10-17 02:35:12,Miami,Miami-Dade,FL,25.854531802831755,-80.16045535902579,Rain,88.4,89.0,8.1,13.8,False,False,False,False,False,Night
A-1091,2,2022-09-19 10:51:24,Atlanta,Fulton,GA,33.74435063584879,-84.42737073914495,Clear,64.2,48.1,10.0,6.1,False,False,False,False,False,Day
A-1092,2,2022-11-29 16:37:49,Dallas,Dallas,TX,32.75601922472352,-96.78645550500264,Clear,62.0,63.5,4.2,1.5,False,False,False,False,True,Day
A-1093,2,2022-01-02 08:38:55,Dallas,Dallas,TX,32.759367371304414,-96.8356412876436,Rain,65.4,57.6,8.1,11.2,False,False,False,False,False,Day
A-1094,2,2022-08-15 14:55:47,Charlotte,Mecklenburg,NC,35.295782378585045,-80.75998917862329,Clear,78.7,100.0,9.7,9.7,False,False,False,True,False,Day
A-1095,3,2022-01-20 07:58:12,Miami,Miami-Dade,FL,25.729731060825884,-80.15831725233802,Fair,65.4,19.6,7.9,8.5,False,False,False,False,False,Day
A-1096,4,2022-04-19 16:54:00,Los Angeles,Los Angeles,CA,34.09457021042463,-118.19332787393803,Fair,69.6,56.8,10.0,4.4,False,True,False,False,False,Day
A-1097,1,2022-07-28 04:03:20,Miami,Miami-Dade,FL,25.71870475334113,-80.22976181471807,Fog,80.3,59.7,9.7,5.4,False,False,False,False,False,Night
A-1098,2,2022-06-08 17:50:52,Los Angeles,Los Angeles,CA,34.01010890984049,-118.22875456613546,Fair,49.0,57.8,7.9,15.3,False,False,False,False,False,Day
A-1099,2,2022-09-26 07:48:02,Austin,Travis,TX,30.326414229851625,-97.73358989498377,Fair,52.4,31.1,9.8,8.5,False,False,False,False,False,Day
A-1100,3,2022-03-28 17:22:32,Houston,Harris,TX,29.782233292508124,-95.36428391764261,Fair,66.6,22.9,6.4,4.9,False,True,False,False,True,Day
A-1101,2,2022-05-13 09:51:40,Los Angeles,Los Angeles,CA,33.94421791171608,-118.3405712688935,Fog,54.4,29.2,10.0,10.0,False,True,False,False,False,Day
A-1102,2,2022-11-09 16:56:57,Chicago,Cook,IL,41.83540924666441,-87.53158589388146,Overcast,61.5,77.2,10.0,10.4,False,False,False,True,True,Day
A-1103,2,2022-07-17 08:48:21,Seattle,King,WA,47.477657255248346,-122.33402321952516,Clear,48.5,59.7,9.0,14.3,False,False,False,False,False,Day
A-1104,2,2022-06-07 18:03:07,Atlanta,Fulton,GA,33.7302235870099,-84.3629095237523,Overcast,52.1,24.8,9.3,7.3,False,True,False,False,False,Day
A-1105,2,2022-10-23 06:36:30,Chicago,Cook,IL,41.86442870901937,-87.69553721785392,Light Rain,81.7,88.6,7.0,9.9,False,False,False,False,False,Day
A-1106,3,2022-02-08 07:44:25,Los Angeles,Los Angeles,CA,34.02849794297811,-118.17051240984787,Cloudy,59.5,99.3,7.7,9.1,False,True,False,False,True,Day
A-1107,2,2022-11-26 12:07:39,Houston,Harris,TX,29.820724630923564,-95.30083029393774,Cloudy,58.1,66.0,10.0,4.1,False,True,False,False,False,Day
A-1108,4,2022-07-22 05:39:16,Austin,Travis,TX,30.287852701589305,-97.70038113292644,Fair,52.6,68.5,9.0,1.5,False,False,False,False,False,Night
A-1109,2,2022-02-22 07:22:44,Orlando,Orange,FL,28.661592558941692,-81.36555758286435,Cloudy,51.7,61.8,10.0,9.5,False,False,False,False,True,Day
A-1110,2,2022-06-01 19:31:50,Los Angeles,Los Angeles,CA,34.078905940596925,-118.12692395531218,Cloudy,49.4,47.5,10.0,9.8,False,False,False,False,False,Night
A-1111,2,2022-07-16 21:48:30,Austin,Travis,TX,30.29482616164332,-97.69394507550945,Clear,45.6,23.4,7.0,0.0,False,True,False,False,False,Night
A-1112,4,2022-03-27 09:29:57,Miami,Miami-Dade,FL,25.77529970622707,-80.26010611050069,Clear,54.4,38.3,10.0,9.1,False,False,False,False,False,Day
A-1113,3,2022-10-05 18:50:50,Miami,Miami-Dade,FL,25.74824933355759,-80.18057566205299,Clear,63.3,58.9,6.4,6.7,False,False,False,False,False,Day
A-1114,1,2022-11-19 13:08:09,Charlotte,Mecklenburg,NC,35.19461755670102,-80.81391249281685,Light Rain,74.6,71.5,8.5,8.7,False,False,False,False,False,Day
A-1115,3,2022-12-13 08:46:25,Dallas,Dallas,TX,32.76495082589779,-96.79174746088671,Cloudy,63.7,55.4,9.6,5.1,False,True,False,False,False,Day
A-1116,2,2022-04-17 16:29:56,Dallas,Dallas,TX,32.76724608960676,-96.76834475419096,Fair,49.9,58.1,9.9,12.8,False,False,False,False,False,Day
A-1117,2,2022-04-25 15:14:24,Los Angeles,Los Angeles,CA,34.047489570825526,-118.17163833072938,Overcast,56.9,60.9,8.0,11.1,False,False,False,False,False,Day
A-1118,2,2022-02-26 22:00:55,Seattle,King,WA,47.637999357068274,-122.3415327284754,Cloudy,56.0,62.1,9.3,1.4,False,False,False,False,False,Night
A-1119,3,2022-03-28 08:47:07,Miami,Miami-Dade,FL,25.776703675233367,-80.21079514561627,Rain,55.1,48.3,10.0,3.1,True,False,False,False,False,Day
A-1120,2,2022-08-23 15:39:16,Los Angeles,Los Angeles,CA,34.026353586956894,-118.29797565113374,Clear,59.3,68.3,10.0,7.2,True,False,False,False,False,Day
A-1121,2,2022-10-23 04:40:11,Seattle,King,WA,47.569292796558045,-122.4253968112628,Fair,78.3,37.8,10.0,4.5,False,True,False,False,False,Night
A-1122,2,2022-12-13 06:35:52,Chicago,Cook,IL,41.88931391405454,-87.64541218988981,Cloudy,75.1,66.1,7.5,11.3,False,True,False,False,True,Day
A-1123,2,2022-10-02 00:24:28,Seattle,King,WA,47.55986304810998,-122.36596433483766,Clear,89.0,29.6,9.8,3.0,True,False,False,False,True,Night
A-1124,2,2022-12-14 23:59:03,Austin,Travis,TX,30.245855971616464,-97.75343154944012,Clear,51.6,36.1,10.0,11.3,False,False,False,False,False,Night
A-1125,1,2022-07-25 17:45:37,Dallas,Dallas,TX,32.75013272548075,-96.82626125911706,Fair,48.2,45.7,5.6,0.0,False,False,False,False,False,Day
A-1126,2,2022-09-11 16:16:01,Charlotte,Mecklenburg,NC,35.3484023391991,-80.89682160642938,Overcast,59.5,63.9,8.6,5.4,False,False,False,False,False,Day
A-1127,4,2022-02-24 12:09:06,Los Angeles,Los Angeles,CA,33.98849104921085,-118.2712243631996,Fair,82.5,64.7,10.0,12.6,False,False,False,False,False,Day
A-1128,2,2022-12-28 08:15:13,Houston,Harris,TX,29.720768162802635,-95.34414920346077,Fair,33.4,43.0,8.9,6.8,False,False,False,False,False,Day
A-1129,2,2022-02-26 06:24:40,Houston,Harris,TX,29.73262116165609,-95.39656253643057,Fair,66.7,31.6,7.9,7.1,False,False,False,False,False,Day
A-1130,2,2022-10-05 08:28:55,Miami,Miami-Dade,FL,25.73910160759034,-80.20123342671901,Clear,59.9,84.1,10.0,10.1,False,False,False,False,False,Day
A-1131,2,2022-10-05 09:00:38,Orlando,Orange,FL,28.588290449181454,-81.27446742734469,Rain,74.4,61.3,10.0,9.1,False,False,False,False,False,Day
A-1132,3,2022-04-12 16:50:39,Charlotte,Mecklenburg,NC,35.21438060464485,-80.78934146338581,Clear,71.3,57.3,9.6,6.6,False,True,False,False,False,Day
A-1133,2,2022-01-03 13:00:38,Los Angeles,Los Angeles,CA,33.98599014696294,-118.23230720197441,Fair,74.3,67.3,4.9,12.3,False,False,False,True,False,Day
A-1134,3,2022-09-13 05:29:31,Miami,Miami-Dade,FL,25.833245704049887,-80.17875065348399,Clear,72.4,40.9,10.0,7.5,False,False,False,False,False,Night
A-1135,3,2022-02-03 01:47:21,Orlando,Orange,FL,28.551481950042056,-81.41471553740631,Fair,107.0,81.4,6.6,9.2,False,False,False,False,False,Night
A-1136,3,2022-09-12 06:53:45,Los Angeles,Los Angeles,CA,34.07322617806418,-118.26469571611577,Rain,91.8,71.5,6.8,10.8,False,False,True,False,True,Day
A-1137,2,2022-10-05 10:22:54,Seattle,King,WA,47.63874184184429,-122.34596437923769,Thunderstorm,77.4,54.3,9.7,0.0,False,False,False,False,False,Day
